Symbol,Beta_5Y_Yahoo,Correlation,R_Squared,Positive_Beta,Negative_Beta,Standard_Error,Months,Positive_Months,Negative_Months,Start_Date,End_Date
PGR,0.30560145442474923,0.21237600262262324,0.04510356648996446,0.14281619728917125,0.5961373350812782,0.18463503517971197,60,40,20,2020-11,2025-10
PLD,1.294266099861586,0.6874009433505079,0.4725200569191682,1.2981543905703827,0.833768811456811,0.17955703724744676,60,40,20,2020-11,2025-10
PRU,1.0576033326428202,0.6602532806009692,0.43593439454434235,1.4606651862340325,0.6302993387821522,0.15796579429553825,60,40,20,2020-11,2025-10
PEG,0.5541519487567093,0.4786817919098203,0.22913625790599657,0.456896425977438,0.40177895517753354,0.1334617359322594,60,40,20,2020-11,2025-10
PTC,1.1589011668530436,0.6392039415858349,0.4085816789388675,1.6309246508464772,0.22551649257942946,0.18307976488940525,60,40,20,2020-11,2025-10
PSA,0.9180719691353539,0.5875892138058271,0.3452610841809501,0.8011438400611164,0.4231454853791296,0.16600569731209439,60,40,20,2020-11,2025-10
PHM,1.2651141255868918,0.5962848631015042,0.3555556379639797,0.9261383407127112,0.32343472395147743,0.22364265407793382,60,40,20,2020-11,2025-10
PWR,1.0973246300213362,0.5658549528464225,0.32019182766082693,1.323412831326638,0.6668703456746518,0.20994677099091033,60,40,20,2020-11,2025-10
QCOM,1.2603611436018456,0.5751198689436827,0.3307628636537989,1.8603623894850831,1.750779370344023,0.23540335776585394,60,40,20,2020-11,2025-10
DGX,0.5915537003725556,0.4007631388513412,0.1606110934619794,0.5462846262566287,0.9591899279549013,0.17757181011144674,60,40,20,2020-11,2025-10
RL,1.6174576071134537,0.6745396407054293,0.4550037268830098,2.644823570607677,1.162366547725659,0.2324385723309046,60,40,20,2020-11,2025-10
RJF,1.0622562211610898,0.6249754347086004,0.39059429398920403,1.6645642421953075,1.2256080945556833,0.174223043965757,60,40,20,2020-11,2025-10
RTX,0.6439587498512995,0.3807406063887759,0.14496340935329277,0.9899168453352268,0.2782275596739814,0.20535590939206352,60,40,20,2020-11,2025-10
O,0.7754180256197283,0.625584261881695,0.3913556687140653,0.8266569920383416,0.1749924681987507,0.1269748978359788,60,40,20,2020-11,2025-10
REG,1.0800860496752862,0.7152696431583674,0.5116106624238981,1.5801996488234302,1.0360190251133066,0.1385663104994393,60,40,20,2020-11,2025-10
REGN,0.3010660810204567,0.1737003004230236,0.03017179436704866,-0.18086414498228398,-0.22436785860100836,0.2241272530351251,60,40,20,2020-11,2025-10
RF,1.0876373180134207,0.5530996189373892,0.3059191884686852,1.2761495412975377,0.5383657022637787,0.21511552922302188,60,40,20,2020-11,2025-10
RSG,0.579459128158721,0.4939202045771227,0.24395716848950658,0.7061604329545108,0.31722612750143925,0.13394460314105072,60,40,20,2020-11,2025-10
RMD,0.8844253967571748,0.4675823698629358,0.21863327260663928,0.24877688520692975,0.2955266316628394,0.21954145466521424,60,40,20,2020-11,2025-10
RVTY,1.0093273422937026,0.5118516924570794,0.26199215507117646,0.3179547415491752,0.4547771553665261,0.222435646777228,60,40,20,2020-11,2025-10
HOOD,2.4280807456636735,0.517955926113125,0.2682783413957049,1.6837367971743828,1.2860961967183793,0.5728556934505616,51,32,19,2021-08,2025-10
ROK,1.453140501291727,0.7097396401733149,0.5037303568333467,2.391599388702709,1.210487009993992,0.18938841251231606,60,40,20,2020-11,2025-10
ROL,0.7244917593410595,0.5022555981123972,0.2522606858352417,0.7872204328987764,0.12519922135981723,0.16378335940445624,60,40,20,2020-11,2025-10
ROP,0.9922047779791608,0.7315359211715123,0.5351448039642531,1.420408139555142,0.5174543115962839,0.12142566921192152,60,40,20,2020-11,2025-10
ROST,1.1606464525677374,0.6172948459128275,0.38105292679054154,2.16807570922395,0.29306099731125546,0.19423167594941684,60,40,20,2020-11,2025-10
RCL,2.060911044499312,0.5905379942955289,0.34873512270658624,3.1367233095848155,1.7249424860778428,0.3698079420035118,60,40,20,2020-11,2025-10
SPGI,1.1712527382195825,0.7642269722945051,0.5840428651824264,1.304919896780662,0.7083490811923735,0.12978919836132055,60,40,20,2020-11,2025-10
CRM,1.1844953687671702,0.5626983297063612,0.31662941025432895,1.2963923091867815,1.0884979097552607,0.22849246677873078,60,40,20,2020-11,2025-10
SBAC,0.8022877071491767,0.4663176200414416,0.21745212276111436,0.8539566566017696,1.0529892362824336,0.19984338356055645,60,40,20,2020-11,2025-10
SLB,0.967799728952109,0.3589427448960093,0.12883989411348165,1.6896874249224543,-0.16137826596277344,0.33044205112389025,60,40,20,2020-11,2025-10
STX,1.6363503681398786,0.6237322817009023,0.3890419592358138,1.8334631907870993,2.4902692167913685,0.2692587171577371,60,40,20,2020-11,2025-10
SRE,0.6853791169080942,0.5152769454007233,0.26551033046150013,0.6266917202718161,0.31030143782620173,0.14968180275978,60,40,20,2020-11,2025-10
NOW,0.9398847618829959,0.5115733165411125,0.2617072581968732,0.6268900680317796,1.6344409765654582,0.20728459504103286,60,40,20,2020-11,2025-10
SHW,1.2148424713509691,0.6623661449934115,0.4387289100334329,1.199343669529479,0.5841105349567708,0.18042394719253088,60,40,20,2020-11,2025-10
SPG,1.5190932433080495,0.7751991094802808,0.6009336593390204,2.2297101582265544,1.5851991247379793,0.16254728482425135,60,40,20,2020-11,2025-10
SWKS,1.2103256805045355,0.6085658038675468,0.3703523376369535,1.2720323415598718,0.9569515763334173,0.20721896679122193,60,40,20,2020-11,2025-10
SJM,0.24874446235951284,0.1950718813944287,0.03805303891076205,0.31449674101956177,-0.33326227564493555,0.16421783235194926,60,40,20,2020-11,2025-10
SW,1.0230125546205453,0.5284837886280374,0.2792951148426441,0.8992413309775368,1.1223377787927742,0.21578141162117762,60,40,20,2020-11,2025-10
SNA,0.8159719867245748,0.5448199760551218,0.29682880630870356,1.0115006686141415,0.9138363435803069,0.1649068762369515,60,40,20,2020-11,2025-10
SO,0.4495975769297897,0.390589528423529,0.1525601797141148,0.17247925873767667,0.3899171950059217,0.1391373741573312,60,40,20,2020-11,2025-10
LUV,1.237978340812428,0.5346161425321976,0.285814419856007,1.9029990760762125,0.4832187441755128,0.25695822308436783,60,40,20,2020-11,2025-10
SWK,1.2268761523169807,0.5568450054750651,0.31007636012252543,0.6666595994297884,0.6446465334985998,0.24029952504613025,60,40,20,2020-11,2025-10
SBUX,1.0262932692640843,0.5432017598101528,0.29506815186084695,0.9030325928187877,0.5587072977686525,0.20829070102802363,60,40,20,2020-11,2025-10
STT,1.4798111006859662,0.7621186812819623,0.5808248843589575,1.8271663419804909,1.4372666155917404,0.16506972324006072,60,40,20,2020-11,2025-10
STLD,1.4481821427076076,0.5760399762776343,0.33182205426993755,2.050663679243577,1.2997659194121973,0.2698377058455912,60,40,20,2020-11,2025-10
STE,1.0252593416630227,0.6570984638448051,0.4317783911872029,0.9717720414495598,0.8604982638891457,0.1544358629200626,60,40,20,2020-11,2025-10
SYK,0.9445025292371045,0.6478238391631412,0.4196757265880718,1.2335328534935068,0.4552117216424907,0.1458369493641424,60,40,20,2020-11,2025-10
SMCI,1.4928730824813992,0.26507372764369763,0.0702640810869252,0.2455631460052954,1.4612585363338197,0.7130533260968543,60,40,20,2020-11,2025-10
SYF,1.511340790098298,0.6496410654729351,0.4220335139488105,1.9158026906478074,1.1870241656151468,0.23223424738771983,60,40,20,2020-11,2025-10
SNPS,1.1068802122967385,0.5380109026449155,0.28945573136479685,0.5865221198391151,1.4298811811982903,0.22771472801054812,60,40,20,2020-11,2025-10
SYY,0.8017943393160998,0.49842578333229054,0.24842826149040753,1.495248338508113,0.11146009890717103,0.18311912706453368,60,40,20,2020-11,2025-10
TMUS,0.5809986873739476,0.40592333202259034,0.1647737514803221,0.86989558457458,0.5673678858670359,0.17175888289146218,60,40,20,2020-11,2025-10
TROW,1.5189610166136565,0.8286308062683987,0.6866290130970165,1.0007394205681615,1.2612458827356625,0.134741366893732,60,40,20,2020-11,2025-10
TTWO,1.0061790313013994,0.5392673458143823,0.29080927026168846,1.2985761467559909,1.6231340337934081,0.20631873547369833,60,40,20,2020-11,2025-10
TPR,1.7227818124188394,0.6487531536952755,0.4208806544295658,2.160823267951151,1.9382197363684914,0.2653510654871267,60,40,20,2020-11,2025-10
TRGP,1.1765414194447223,0.5302178418807457,0.2811309598486755,2.173924946453521,0.8473954794722889,0.24703800782805038,60,40,20,2020-11,2025-10
TGT,1.1985256845182704,0.5839689627354235,0.3410197494382865,2.253927965356319,0.3506899695820533,0.21876597816901255,60,40,20,2020-11,2025-10
TEL,1.271019230291859,0.7821754717543972,0.6117984686142139,1.4491950720063744,1.5262736787810323,0.13294210587980373,60,40,20,2020-11,2025-10
TDY,1.126079007619462,0.7150296737855764,0.5112674343939079,1.6899442688555195,0.7200529659425877,0.14456609142420698,60,40,20,2020-11,2025-10
TER,1.875407947874994,0.6908807761844509,0.4773162469012295,2.0390219453830754,1.4510873773302826,0.2576903451909895,60,40,20,2020-11,2025-10
TSLA,2.0717683722244837,0.5116672250110857,0.26180334915054515,3.7219040253236813,1.895982934850976,0.45679951935322893,60,40,20,2020-11,2025-10
TXN,1.0291490927508382,0.6349618921987866,0.4031766045446638,1.135596351735173,0.8234881947493307,0.16441428827185312,60,40,20,2020-11,2025-10
TPL,1.127952611985379,0.3395122023839434,0.1152685355675958,1.6626622151477137,1.686342817659841,0.41032427045201564,60,40,20,2020-11,2025-10
TXT,1.1374388311015309,0.6946363088290879,0.4825196015437001,1.5376157007729772,0.29354523325972387,0.15466908826389977,60,40,20,2020-11,2025-10
TMO,0.8046427081409313,0.5046327310354048,0.25465419323225136,0.18585716613320674,0.10505623456202853,0.18075593814372864,60,40,20,2020-11,2025-10
TJX,0.9016013541249028,0.625339630877178,0.3910496539456054,1.3297523669530418,0.5686724887118669,0.14773232962919944,60,40,20,2020-11,2025-10
TKO,0.7338806511187528,0.36089032933328347,0.13024182980628576,1.0277046167518238,0.34297210572702214,0.24902070297754192,60,40,20,2020-11,2025-10
TTD,1.4250422277528516,0.3533365481173752,0.12484671623550224,2.442025797679476,2.0852390630321773,0.4954128173157024,60,40,20,2020-11,2025-10
TSCO,0.7136290409246717,0.4846844022034799,0.23491896973934473,0.9720445367380545,0.07094790803421658,0.16910373176608343,60,40,20,2020-11,2025-10
TT,1.156619603192708,0.6934193973224765,0.4808304605830665,1.6595138214868261,1.0657359239155577,0.1578102353936655,60,40,20,2020-11,2025-10
TDG,1.027714914119017,0.6498712652677751,0.42233266142073883,1.7158505159020787,0.8918523376255836,0.1578229780980299,60,40,20,2020-11,2025-10
TRV,0.5525390085585448,0.4428922492772755,0.19615354446988434,0.47132345483573085,0.2786413782051977,0.14687146193009462,60,40,20,2020-11,2025-10
TRMB,1.6715004835916691,0.7875797254957776,0.6202818240120046,1.869500440691233,1.304224085393259,0.171723082307698,60,40,20,2020-11,2025-10
TFC,0.9268744664222476,0.5013333860243513,0.2513351639426412,0.937222400352436,0.6334946773027504,0.21005064141199545,60,40,20,2020-11,2025-10
TYL,0.9353255929826372,0.5936674293345872,0.352441016652737,1.0033412581988777,0.7732967074685239,0.166473559179415,60,40,20,2020-11,2025-10
TSN,0.5713611878111382,0.3719110965849013,0.13831786376298374,0.8130721206998428,0.206820178196244,0.1872540188295737,60,40,20,2020-11,2025-10
USB,1.1047871705637637,0.5733957065255477,0.32878263626193216,1.209420974018962,0.6004316996177765,0.20727254512695997,60,40,20,2020-11,2025-10
UBER,1.4627547914645216,0.5128790180034158,0.26304488710814816,3.054109408933586,1.2327553225697572,0.32148677968901956,60,40,20,2020-11,2025-10
UDR,0.8560418744033365,0.5873882183959355,0.34502491911035116,1.275020868965141,0.5749191010982563,0.15487031073293983,60,40,20,2020-11,2025-10
ULTA,1.0561180042839333,0.5022173127901195,0.25222222926612875,1.8890036952192972,0.5690775871421602,0.23877730436133343,60,40,20,2020-11,2025-10
UNP,1.0469830177931172,0.6981681170053856,0.4874387196028458,1.2513776303135475,0.8068774291368386,0.1409738389355743,60,40,20,2020-11,2025-10
UAL,1.458927546818945,0.47487916921215767,0.22551022535162907,2.0142064595656013,1.420490841439245,0.35501316013257145,60,40,20,2020-11,2025-10
UPS,1.0954392401231723,0.6362330824484308,0.4047925352018317,1.5620206795972917,0.7329052676737322,0.1744183742880742,60,40,20,2020-11,2025-10
URI,1.749061964201471,0.6772428526813433,0.4586578815079637,2.5400618799908488,0.8292487339988626,0.24950696729531704,60,40,20,2020-11,2025-10
UNH,0.46983891139245554,0.23935078595922485,0.057288798739298666,0.25316357261361616,-1.2573230428948317,0.25025885923725777,60,40,20,2020-11,2025-10
UHS,1.3254886175648954,0.5808131337178775,0.337343896299181,1.4489660182934225,0.5087708993134945,0.2439325067610217,60,40,20,2020-11,2025-10
VLO,1.0201052716685137,0.4044953795585712,0.1636165120842326,1.5977288804362302,-0.5123158835215239,0.3028448237871941,60,40,20,2020-11,2025-10
VTR,0.8832020382568287,0.48144838479463076,0.23179254722135878,0.7764105253549658,0.9576720604169764,0.21112302015367398,60,40,20,2020-11,2025-10
VLTO,0.9121331388922344,0.5391039872971923,0.29063310911973117,1.3064206498115802,-1.1857703849564896,0.3038154163209039,24,18,6,2023-11,2025-10
VRSN,0.7763462388769854,0.5203791677785864,0.2707944782579342,1.0732315524912537,1.3216537051037123,0.16728096634191578,60,40,20,2020-11,2025-10
VRSK,0.8513847354430447,0.5288395986816451,0.2796713211337636,1.2735559727471504,0.6514996799479862,0.17941272752044507,60,40,20,2020-11,2025-10
VZ,0.3615712382503669,0.2971092645673052,0.08827391509172501,0.15188227389080702,0.46435262201672467,0.1525793904585182,60,40,20,2020-11,2025-10
VRTX,0.35303548670273294,0.22278882631432606,0.049634861130514955,0.5043696970797535,-0.3974280751068172,0.20284121748951314,60,40,20,2020-11,2025-10
VTRS,0.9043796533652351,0.4128340996609084,0.17043199384283284,0.3597156723101095,0.02848608795112757,0.26199151188587516,60,40,20,2020-11,2025-10
VICI,0.7281379712519038,0.5900320688934956,0.34813784232273887,1.0246057662070849,0.03441272984841789,0.1308283761338502,60,40,20,2020-11,2025-10
V,0.8780175311375878,0.6453165077175066,0.41643339513271876,1.2622921414054844,0.7179050308992089,0.13647768001616672,60,40,20,2020-11,2025-10
VST,1.3088127209636264,0.47767057117345213,0.22816917456517205,1.2167283167115932,1.0298252881171428,0.3160793217606562,60,40,20,2020-11,2025-10
VMC,0.9571072087106139,0.596664234914643,0.3560082092262762,0.6805048341739122,1.3387527139869735,0.1690272593778355,60,40,20,2020-11,2025-10
WRB,0.40890993494031475,0.293007195378385,0.08585321654350704,0.5656661429448636,-0.0796484720775889,0.1752037300116115,60,40,20,2020-11,2025-10
GWW,1.1722825502948253,0.6631887603101303,0.4398193318016876,2.0142075694444506,1.110104530138221,0.17371815375308036,60,40,20,2020-11,2025-10
WAB,1.093461911617451,0.7122985163893268,0.5073691764504361,1.8099249230933916,0.868733851080347,0.14147783793102223,60,40,20,2020-11,2025-10
WMT,0.6731642123180566,0.5308048335824531,0.28175377135449586,0.9318723043877735,0.5888383433820081,0.14112658442058754,60,40,20,2020-11,2025-10
DIS,1.5552241394966995,0.6859773822543054,0.4705649689644694,2.2340055662490244,1.3844746740247258,0.21660851855357383,60,40,20,2020-11,2025-10
WBD,1.7353647943323225,0.432544574263986,0.187094808725213,2.664232984850736,3.156875776437528,0.47496965656514795,60,40,20,2020-11,2025-10
WM,0.6286194979858146,0.5211147289631928,0.2715605607423819,0.8303186645359778,0.33169347082159506,0.1351877151602295,60,40,20,2020-11,2025-10
WAT,1.0995390250585406,0.5491095859200066,0.3015213373492412,0.8435826219337805,-0.07974439560006309,0.21974256911550769,60,40,20,2020-11,2025-10
WEC,0.48488386360107116,0.3911016544309458,0.15296050409862294,0.0401505188168464,0.5561831301485339,0.14982556089293242,60,40,20,2020-11,2025-10
WFC,1.2329454826035777,0.6189135468833189,0.38305397851569034,1.9293636681416886,1.1745971289587087,0.20545819679636607,60,40,20,2020-11,2025-10
WELL,0.9242478964955536,0.5949709083393954,0.3539903817702053,0.6731268620189277,1.3783089788331595,0.16394502227817706,60,40,20,2020-11,2025-10
WST,1.0790207074854075,0.5098921485522522,0.25999000315523213,0.5414593773548517,1.58848320681871,0.2390321133555803,60,40,20,2020-11,2025-10
WDC,1.8057723093264586,0.5762120788671309,0.33202035983238065,1.1302051881126916,2.189585409025459,0.33631655600710864,60,40,20,2020-11,2025-10
WY,1.0544813683887166,0.6105709280554085,0.37279685818644276,1.165411309218292,0.19859795922754553,0.1795944471262481,60,40,20,2020-11,2025-10
WSM,1.5672738101625927,0.5393502183103291,0.2908986579913997,2.1683730688322993,2.004041441418202,0.32130255154893217,60,40,20,2020-11,2025-10
WMB,0.6486149689254882,0.45268507238396216,0.20492377475927318,1.0109641042153101,1.096653233262054,0.16775720450781542,60,40,20,2020-11,2025-10
WTW,0.6947344955485335,0.5093916135481537,0.25947981595319153,1.1354669289161483,0.2796614375929829,0.1541067019525389,60,40,20,2020-11,2025-10
WDAY,1.1090024354321109,0.5625649587733001,0.3164793328396049,1.543299997120294,1.3126300496989627,0.21400388186877,60,40,20,2020-11,2025-10
WYNN,1.325881920317808,0.5083692889933453,0.2584393339915996,1.9938639148693416,0.2835377280277446,0.2949068689103496,60,40,20,2020-11,2025-10
XEL,0.3828436922438548,0.3059798869808006,0.09362369123678353,-0.046830839838952636,0.4778053647028203,0.15641157599761155,60,40,20,2020-11,2025-10
XYL,1.1561693277285277,0.7137900963092758,0.5094963015892054,1.3222255069652251,0.36129487090546053,0.14895602425710697,60,40,20,2020-11,2025-10
YUM,0.7409393456388436,0.5432815384676396,0.2951548300397654,1.0626364678664177,0.38700936176892553,0.15034554973342407,60,40,20,2020-11,2025-10
ZBRA,1.813954847846481,0.7083805949524523,0.5018030673051903,2.360693256733172,1.022782498799073,0.23732656021492135,60,40,20,2020-11,2025-10
ZBH,0.6693432849391014,0.43504718818297955,0.18926605594591686,0.9409603030767076,-0.5028381614005315,0.1819021055889376,60,40,20,2020-11,2025-10
ZTS,0.9015209486694801,0.5814480876166097,0.33808187859301275,0.8655033980229301,0.2021440191783317,0.1656353444296976,60,40,20,2020-11,2025-10
